year,name,sex,births
1993,Abarna,female,1
1993,Abetare,female,1
1993,Abir,female,1
1993,Abirami,female,1
1993,Adelaide,female,1
1993,Adelina,female,1
1993,Adina,female,1
1993,Admira,female,1
1993,Adriana,female,1
1993,Afsane,female,1
1993,Aida,female,2
1993,Aileen,female,1
1993,Airê,female,1
1993,Aisha,female,1
1993,Ajantha,female,1
1993,Ajanthan,female,1
1993,Ajne,female,1
1993,Alara,female,1
1993,Alba,female,1
1993,Albana,female,1
1993,Albineta,female,1
1993,Albulena,female,1
1993,Aleksandra,female,4
1993,Alena,female,2
1993,Alessa,female,1
1993,Alessandra,female,4
1993,Alessia,female,2
1993,Alexandra,female,10
1993,Alice,female,7
1993,Alicia,female,1
1993,Alida,female,1
1993,Alina,female,2
1993,Aline,female,5
1993,Alix,female,2
1993,Almedina,female,2
1993,Almira,female,1
1993,Amanda,female,1
1993,Ambra,female,1
1993,Amelie,female,1
1993,Amelita,female,1
1993,Amina,female,2
1993,Amna,female,1
1993,Ana,female,4
1993,Ana Maria,female,1
1993,Anais,female,1
1993,Anaîs,female,1
1993,Anaïs,female,1
1993,Andela,female,1
1993,Andjela,female,1
1993,Andrea,female,8
1993,Andreia,female,1
1993,Andriana,female,1
1993,Andrijana,female,2
1993,Andrina,female,1
1993,Angel,female,1
1993,Angela,female,6
1993,Angelika,female,1
1993,Anica,female,1
1993,Anika,female,1
1993,Anina,female,3
1993,Anita,female,2
1993,Anja,female,8
1993,Anjushka,female,1
1993,Anka,female,1
1993,Ann,female,1
1993,Anna,female,20
1993,Anna Maria,female,2
1993,Anna-Lena,female,1
1993,Anna-Marina,female,1
1993,Annabelle,female,1
1993,Annalena,female,1
1993,Anne,female,2
1993,Anne-Joséphine,female,1
1993,Anne-Sophie,female,1
1993,Anneliese,female,1
1993,Annette,female,1
1993,Annika,female,2
1993,Annikka,female,1
1993,Annina,female,5
1993,Anouk,female,1
1993,Antea,female,1
1993,Anthea,female,1
1993,Antonija,female,1
1993,Anuschija,female,1
1993,Apila,female,1
1993,Arabi,female,1
1993,Ardiana,female,1
1993,Ariana,female,1
1993,Ariane,female,1
1993,Arianna,female,3
1993,Armanda,female,1
1993,Arna,female,1
1993,Asha,female,1
1993,Assia,female,1
1993,Asviga,female,1
1993,Athéna,female,1
1993,Audrey,female,1
1993,Augusta,female,1
1993,Aurelia,female,1
1993,Aveline,female,1
1993,Awa,female,1
1993,Ayako,female,1
1993,Aydan,female,1
1993,Aylin,female,3
1993,Ayline,female,1
1993,Ayse,female,1
1993,Ayça,female,1
1993,Azar,female,1
1993,Bahar,female,1
1993,Barathy,female,1
1993,Barbara,female,6
1993,Barbra,female,1
1993,Beatrice,female,1
1993,Belinda,female,1
1993,Berivan,female,1
1993,Beronica,female,1
1993,Berxwedan,female,1
1993,Beryl,female,2
1993,Besa,female,1
1993,Besarta,female,1
1993,Besiana,female,1
1993,Bettina,female,1
1993,Betül,female,1
1993,Bianca,female,1
1993,Bibiana,female,1
1993,Binela,female,1
1993,Birma,female,1
1993,Blinera,female,1
1993,Bogdanka,female,1
1993,Bonali,female,1
1993,Brenda,female,1
1993,Brigenda,female,1
1993,Bruria,female,1
1993,Burcu,female,1
1993,Cahntal,female,1
1993,Caitlin,female,2
1993,Camilla,female,1
1993,Camille,female,4
1993,Carla,female,3
1993,Carmen,female,2
1993,Carmit,female,1
1993,Carole,female,1
1993,Caroline,female,5
1993,Caterina,female,2
1993,Catrina,female,1
1993,Celia,female,1
1993,Celina,female,1
1993,Celine,female,1
1993,Ceren,female,1
1993,Chandani,female,1
1993,Chantal,female,10
1993,Charis,female,1
1993,Charlene,female,2
1993,Charlotte,female,1
1993,Charmilaa,female,1
1993,Chaya,female,1
1993,Cherilyn,female,1
1993,Cheyenne,female,3
1993,Chiara,female,11
1993,Christelle,female,1
1993,Christina,female,2
1993,Christine,female,2
1993,Cinzia,female,1
1993,Claire,female,1
1993,Clara,female,2
1993,Clarissa,female,2
1993,Claudia,female,2
1993,Claudine,female,3
1993,Clémence,female,1
1993,Constance,female,1
1993,Cora,female,1
1993,Corina,female,2
1993,Corinna,female,1
1993,Corinne,female,2
1993,Cornelia,female,1
1993,Cosimina,female,1
1993,Cristina,female,1
1993,Cynthia,female,2
1993,Cécile,female,1
1993,Céline,female,5
1993,Daisy,female,1
1993,Dalia,female,1
1993,Daliborka,female,1
1993,Damaris,female,1
1993,Damira,female,1
1993,Damla,female,1
1993,Danica,female,1
1993,Daniela,female,4
1993,Danielle,female,2
1993,Danijela,female,2
1993,Danina,female,1
1993,Danja,female,1
1993,Daphne,female,1
1993,Dara,female,1
1993,Darina,female,2
1993,Debora,female,3
1993,Deborah,female,5
1993,Deepa,female,1
1993,Delia,female,2
1993,Delvina,female,1
1993,Denise,female,1
1993,Denja,female,1
1993,Diana,female,5
1993,Didem,female,1
1993,Dijana,female,3
1993,Dilara,female,3
1993,Dina,female,1
1993,Dinore,female,1
1993,Dominique,female,1
1993,Donatella,female,1
1993,Donijeta,female,1
1993,Donja,female,1
1993,Donjeta,female,1
1993,Doris,female,2
1993,Dorsa,female,1
1993,Doruntina,female,1
1993,Dragana,female,2
1993,Drita,female,1
1993,Dvora,female,1
1993,Dámaris,female,1
1993,Débora,female,1
1993,Désirée,female,5
1993,Ebru,female,2
1993,Ebtisam,female,1
1993,Ecem,female,1
1993,Edona,female,1
1993,Egsona,female,1
1993,Egzona,female,1
1993,Elena,female,4
1993,Eleni,female,2
1993,Eleonora,female,2
1993,Eliana,female,2
1993,Eliane,female,1
1993,Elianne,female,1
1993,Elif,female,1
1993,Elisa,female,3
1993,Elischewa,female,1
1993,Elizabeth,female,1
1993,Ella,female,3
1993,Elma,female,1
1993,Elodie,female,2
1993,Elvira,female,1
1993,Elyne,female,1
1993,Emilia,female,1
1993,Encarna,female,1
1993,Enrica,female,1
1993,Ermelinda,female,1
1993,Esther,female,5
1993,Eva,female,5
1993,Eve,female,1
1993,Eveline,female,1
1993,Evelyn,female,2
1993,Ezgi,female,1
1993,Fabia,female,1
1993,Fabiana,female,1
1993,Fabienne,female,7
1993,Fanny,female,2
1993,Farah,female,1
1993,Fatemah,female,1
1993,Fatima,female,2
1993,Fatlinda,female,2
1993,Fatma,female,1
1993,Fazmina,female,1
1993,Federica,female,2
1993,Felicia,female,1
1993,Felizitas,female,1
1993,Fetije,female,1
1993,Fidan,female,1
1993,Fiola,female,1
1993,Fiona,female,2
1993,Fitore,female,1
1993,Fjoralba,female,1
1993,Flamure,female,1
1993,Flavia,female,2
1993,Florentina,female,1
1993,Florentine,female,2
1993,Florina,female,1
1993,Florine,female,1
1993,Flurina,female,1
1993,Franca,female,1
1993,Francesca,female,3
1993,Franziska,female,7
1993,Frideriki,female,1
1993,Fultra,female,1
1993,Gabriela,female,3
1993,Gamze,female,1
1993,Gehate,female,1
1993,Gentiana,female,1
1993,Georgia,female,3
1993,Georgina,female,1
1993,Georgine,female,1
1993,Geraldine,female,2
1993,Giada,female,1
1993,Gianna,female,1
1993,Gilda,female,1
1993,Gilgia,female,1
1993,Gina,female,2
1993,Ginea,female,1
1993,Ginette,female,1
1993,Ginger,female,1
1993,Gioia,female,1
1993,Giulia,female,4
1993,Giuliana,female,1
1993,Golda,female,1
1993,Graciela,female,1
1993,Greta,female,1
1993,Guldan,female,1
1993,Gwendoline,female,1
1993,Géraldine,female,1
1993,Gëzime,female,1
1993,Gül,female,1
1993,Gülbeyaz,female,1
1993,Gülüsen,female,1
1993,Hadye,female,1
1993,Hanan,female,1
1993,Hanna,female,1
1993,Hannah,female,2
1993,Hatice,female,1
1993,Haxhije,female,1
1993,Helene,female,1
1993,Hilal,female,2
1993,Hyun-Jeong,female,1
1993,Hélène,female,1
1993,Ilakhiyah,female,1
1993,Ilaria,female,5
1993,Imane,female,1
1993,Immacolata,female,1
1993,Inda,female,1
1993,Iolanda,female,1
1993,Irem,female,1
1993,Irene,female,1
1993,Irina,female,1
1993,Iris,female,1
1993,Isabel,female,1
1993,Isabelle,female,9
1993,Isidora,female,2
1993,Isis,female,1
1993,Ivana,female,3
1993,Iwana,female,1
1993,Izabel,female,1
1993,Izabella,female,1
1993,Jacqueline,female,4
1993,Jahanara,female,1
1993,Jale,female,1
1993,Jana,female,5
1993,Jananie,female,1
1993,Janete,female,1
1993,Janine,female,1
1993,Janitha,female,1
1993,Jannik,female,1
1993,Jasmin,female,16
1993,Jasmina,female,1
1993,Jasmine,female,3
1993,Jasrina,female,1
1993,Jeannette,female,2
1993,Jeannine,female,2
1993,Jelena,female,2
1993,Jeniffer,female,1
1993,Jenni,female,1
1993,Jennifer,female,8
1993,Jenny,female,2
1993,Jenusya,female,1
1993,Jesil,female,1
1993,Jesna,female,1
1993,Jessica,female,15
1993,Jeta,female,1
1993,Jill,female,1
1993,Jini,female,1
1993,Joana,female,2
1993,Johanna,female,5
1993,Jolanda,female,1
1993,Josephine,female,1
1993,Josiane,female,1
1993,Jovana,female,1
1993,Joy,female,3
1993,Joëlle,female,4
1993,Judith,female,2
1993,Julia,female,13
1993,Juliana,female,1
1993,Julie,female,1
1993,Juliette,female,2
1993,Julijana,female,1
1993,Justine,female,1
1993,Juwela,female,1
1993,Kaltrin,female,1
1993,Kaltrina,female,1
1993,Kardelen,female,1
1993,Karen,female,1
1993,Karin,female,2
1993,Karine,female,1
1993,Karolin,female,1
1993,Karolina,female,2
1993,Kassandra,female,1
1993,Kasthuri,female,1
1993,Katarina,female,2
1993,Katharina,female,3
1993,Katherine,female,1
1993,Kathia,female,1
1993,Kathrin,female,1
1993,Katinka,female,1
1993,Katja,female,4
1993,Katrin,female,1
1993,Keerthana,female,3
1993,Keerthanah,female,1
1993,Keerthika,female,1
1993,Kehla,female,1
1993,Kevser,female,1
1993,Kezban,female,1
1993,Kim,female,2
1993,Kim Lyn,female,1
1993,Kimberly,female,1
1993,Kira,female,1
1993,Kirishandiny,female,1
1993,Klara,female,1
1993,Klaudia,female,1
1993,Kristina,female,2
1993,Kyra,female,1
1993,Ladina,female,2
1993,Laila,female,3
1993,Lajla,female,1
1993,Lan Thy,female,1
1993,Lara,female,14
1993,Larglinda,female,1
1993,Larissa,female,4
1993,Laura,female,31
1993,Lauren,female,2
1993,Layla,female,1
1993,Lea,female,8
1993,Leandra,female,1
1993,Lena,female,5
1993,Lene,female,1
1993,Leonie,female,6
1993,Leonora,female,2
1993,Leotrina,female,1
1993,Lesly,female,1
1993,Letizia,female,1
1993,Leyla,female,2
1993,Libby,female,1
1993,Lidia,female,1
1993,Lidija,female,2
1993,Liliana,female,5
1993,Lillian,female,1
1993,Lillybelle,female,1
1993,Linda,female,8
1993,Lindita,female,1
1993,Linn,female,1
1993,Liora,female,2
1993,Liridana,female,1
1993,Liridona,female,2
1993,Lirijona,female,1
1993,Lisa,female,7
1993,Livia,female,7
1993,Ljiljana,female,1
1993,Loredana,female,2
1993,Lorena,female,4
1993,Louise,female,1
1993,Luana,female,3
1993,Lucia,female,2
1993,Lucie,female,1
1993,Lucy,female,2
1993,Luisa,female,3
1993,Luzia,female,1
1993,Lydia,female,2
1993,Lynne,female,1
1993,Léa,female,1
1993,Ma Vi,female,1
1993,Maaike,female,1
1993,Macah,female,1
1993,Madalyna,female,1
1993,Madeleine,female,1
1993,Magfire,female,1
1993,Mailawi,female,1
1993,Maira,female,1
1993,Maja,female,7
1993,Male,female,1
1993,Malka,female,1
1993,Manuela,female,5
1993,Mara,female,1
1993,Marcelline,female,1
1993,Marcia,female,2
1993,Marea,female,1
1993,Margot,female,1
1993,Maria,female,10
1993,Maria de las Nieves,female,1
1993,Marianna,female,1
1993,Maribel,female,1
1993,Marie-Alix,female,1
1993,Marigona,female,2
1993,Marija,female,2
1993,Marijana,female,2
1993,Mariko,female,1
1993,Marina,female,7
1993,Marinprasanna,female,1
1993,Marisa,female,4
1993,Marlen,female,1
1993,Marlene,female,2
1993,Marlène,female,1
1993,Marta,female,1
1993,Martina,female,8
1993,Marua,female,1
1993,Mary-Anne,female,1
1993,Maryam,female,1
1993,Masako,female,1
1993,Mateja,female,1
1993,Matilda,female,1
1993,Maud,female,1
1993,Maude,female,1
1993,Maureen,female,2
1993,Maxi,female,1
1993,Maya,female,1
1993,Maïmouna,female,1
1993,Medya,female,1
1993,Meenu,female,1
1993,Melani,female,1
1993,Melanie,female,22
1993,Melany,female,1
1993,Melike,female,2
1993,Melina,female,6
1993,Melisa,female,1
1993,Melissa,female,2
1993,Meltem,female,1
1993,Meret,female,3
1993,Merita,female,1
1993,Merjem,female,1
1993,Merlinda,female,1
1993,Mervat,female,1
1993,Meryem,female,1
1993,Mia,female,1
1993,Michaela,female,2
1993,Michelle,female,11
1993,Michèle,female,5
1993,Milena,female,8
1993,Milica,female,2
1993,Milkica,female,1
1993,Mimoza,female,1
1993,Minehan,female,1
1993,Miranda,female,1
1993,Mirela,female,1
1993,Mirella,female,1
1993,Miriam,female,1
1993,Mirjam,female,3
1993,Mirjana,female,3
1993,Mirlanda,female,1
1993,Miryam,female,1
1993,Moa,female,1
1993,Moira,female,1
1993,Molly,female,1
1993,Mona,female,1
1993,Monia,female,1
1993,Monica,female,2
1993,Monika,female,2
1993,Mounir,female,1
1993,Muriel,female,3
1993,Muvedet,female,1
1993,My Giang,female,1
1993,Myriam,female,2
1993,Mélanie,female,1
1993,Mërgime,female,1
1993,Nadia,female,2
1993,Nadine,female,8
1993,Nadisa,female,1
1993,Nadja,female,2
1993,Naemi,female,1
1993,Naiara,female,1
1993,Naira,female,1
1993,Naomi,female,4
1993,Natalia,female,1
1993,Natalie,female,5
1993,Natasa,female,3
1993,Natascha,female,3
1993,Natasha,female,1
1993,Nathalie,female,8
1993,Nathaly,female,1
1993,Nechama,female,1
1993,Neda,female,1
1993,Nevena,female,1
1993,Nicole,female,12
1993,Nicoletta,female,1
1993,Nina,female,8
1993,Nirusha,female,1
1993,Niyana,female,1
1993,Noelia,female,1
1993,Noemi,female,5
1993,Nora,female,3
1993,Nour,female,1
1993,Noémie,female,3
1993,Noëlle,female,1
1993,Nur,female,1
1993,Nuria,female,2
1993,Nurina,female,1
1993,Octavia,female,1
1993,Odilia,female,1
1993,Olivia,female,5
1993,Orly,female,1
1993,Ornella,female,2
1993,Pamela,female,1
1993,Pascale,female,2
1993,Patricia,female,9
1993,Patrizia,female,3
1993,Paula,female,1
1993,Pauline,female,2
1993,Pavithera,female,1
1993,Pavithiria,female,1
1993,Pearl,female,1
1993,Peschi,female,1
1993,Petra,female,2
1993,Phoebe,female,1
1993,Pia,female,2
1993,Pirassa,female,1
1993,Pornpanee,female,1
1993,Pratheebana,female,1
1993,Primiya,female,1
1993,Prisca,female,1
1993,Priscilla,female,1
1993,Rachel,female,4
1993,Radia,female,1
1993,Raffaella,female,2
1993,Rahel,female,12
1993,Ramona,female,4
1993,Rana,female,1
1993,Rayyan,female,1
1993,Rebeca,female,3
1993,Rebecca,female,8
1993,Rebeka,female,1
1993,Rebekka,female,4
1993,Renan,female,1
1993,Reshma,female,1
1993,Rhea,female,1
1993,Rina,female,1
1993,Rinore,female,1
1993,Risikga,female,1
1993,Rita,female,1
1993,Rixa,female,1
1993,Rocio,female,1
1993,Romana,female,1
1993,Romina,female,1
1993,Rona,female,1
1993,Roni,female,1
1993,Rosa,female,1
1993,Rosalia,female,1
1993,Roxan,female,1
1993,Roxane,female,1
1993,Roxanne,female,1
1993,Rui,female,1
1993,Rukhsar,female,1
1993,Ruth,female,2
1993,Rümeysa,female,1
1993,Sabina,female,2
1993,Sabrina,female,16
1993,Sabrine,female,1
1993,Saghana,female,1
1993,Sahana,female,1
1993,Sahira,female,1
1993,Sally,female,1
1993,Salma,female,1
1993,Salome,female,5
1993,Salsabila,female,1
1993,Samanta,female,1
1993,Samantha,female,5
1993,Samia,female,1
1993,Samira,female,6
1993,Samire,female,1
1993,Samya,female,1
1993,Sanae,female,1
1993,Sanda,female,1
1993,Sandra,female,12
1993,Sandy,female,2
1993,Sara,female,14
1993,Sarafina,female,1
1993,Sarah,female,25
1993,Saranda,female,1
1993,Saranja,female,1
1993,Sarina,female,1
1993,Sarri,female,1
1993,Sascha,female,1
1993,Saskia,female,3
1993,Sayaka,female,1
1993,Scheindel,female,1
1993,Seda,female,2
1993,Sefora,female,1
1993,Selda,female,1
1993,Selene,female,1
1993,Selin,female,3
1993,Selina,female,11
1993,Seline,female,1
1993,Selma,female,2
1993,Sema,female,1
1993,Sena,female,1
1993,Senta,female,1
1993,Seraina,female,4
1993,Seraphine,female,2
1993,Seraya,female,1
1993,Sereina,female,2
1993,Seren,female,1
1993,Serena,female,1
1993,Serina,female,1
1993,Sevil,female,1
1993,Shagana,female,1
1993,Shakeela,female,1
1993,Shannen,female,1
1993,Sharon,female,1
1993,Sheila,female,4
1993,Shejnaz,female,1
1993,Sherin,female,2
1993,Sherine,female,1
1993,Sheysa,female,1
1993,Shirley,female,1
1993,Shiwa,female,1
1993,Shona,female,1
1993,Sibel,female,2
1993,Sibylle,female,1
1993,Siiri,female,1
1993,Silvana,female,2
1993,Silvia,female,3
1993,Simona,female,1
1993,Simone,female,5
1993,Sina,female,1
1993,Sinem,female,2
1993,Sinja,female,1
1993,Sinthiya,female,1
1993,Sinthuja,female,1
1993,Sinéad,female,1
1993,Sira,female,1
1993,Sivan,female,1
1993,Siwan,female,1
1993,Sjoukje,female,1
1993,Sofia,female,1
1993,Sonia,female,2
1993,Sonja,female,1
1993,Sophia,female,7
1993,Sophie,female,8
1993,Soraya,female,2
1993,Soumaia,female,1
1993,Spasenija,female,1
1993,Stefani,female,2
1993,Stefania,female,2
1993,Stefanie,female,8
1993,Stella,female,1
1993,Stephanie,female,9
1993,Stergiani,female,1
1993,Stevina,female,1
1993,Stéfani,female,1
1993,Stéphanie,female,1
1993,Suad,female,1
1993,Sunthatisi,female,1
1993,Sursana,female,1
1993,Susan,female,1
1993,Svenja,female,1
1993,Swetha,female,1
1993,Sylvia,female,1
1993,Tabea,female,2
1993,Tabita,female,2
1993,Talia,female,1
1993,Tamara,female,12
1993,Tania,female,2
1993,Tanja,female,5
1993,Tanveer,female,1
1993,Tanya,female,2
1993,Tara,female,2
1993,Tatiana,female,1
1993,Tatjana,female,2
1993,Tavira,female,1
1993,Tena,female,1
1993,Tereza,female,1
1993,Tess,female,1
1993,Tessa,female,1
1993,Thanuja,female,2
1993,Thanusia,female,1
1993,Thi Le Hang,female,1
1993,Thiruchighaa,female,1
1993,Thisanthi,female,1
1993,Thivja,female,1
1993,Thulasi,female,1
1993,Thurshalini,female,1
1993,Thursithaa,female,1
1993,Thushyanthy,female,1
1993,Tiffany,female,2
1993,Tijana,female,1
1993,Tilia,female,1
1993,Timea,female,1
1993,Tina,female,2
1993,Tirza,female,1
1993,Tiziana,female,4
1993,Toba,female,1
1993,Tosca,female,1
1993,Truc Phuong,female,1
1993,Tuvia,female,1
1993,Tânia,female,1
1993,Ursina,female,1
1993,Valdrina,female,1
1993,Valentina,female,7
1993,Valeria,female,3
1993,Valerie,female,2
1993,Van Y,female,1
1993,Vanesa,female,1
1993,Vanessa,female,15
1993,Vania,female,1
1993,Vega,female,1
1993,Vera,female,8
1993,Veronica,female,2
1993,Veronique,female,1
1993,Vesa,female,1
1993,Victoria,female,1
1993,Vinitha,female,1
1993,Vinotha,female,1
1993,Viravi,female,1
1993,Viviane,female,2
1993,Vivien,female,1
1993,Vivienne,female,1
1993,Vladan,female,1
1993,Wasanthi,female,1
1993,Xenia,female,3
1993,Xenja,female,1
1993,Xu,female,1
1993,Yael,female,1
1993,Yasemin,female,2
1993,Yasmin,female,6
1993,Yasmina,female,1
1993,Yelena,female,1
1993,Yitty,female,1
1993,Ylberina,female,1
1993,Yllnora,female,1
1993,Yui,female,1
1993,Yukino,female,1
1993,Zakiya,female,1
1993,Zana,female,1
1993,Zara-Alexandra,female,1
1993,Zarah,female,1
1993,Zaynab,female,1
1993,Zemrije,female,1
1993,Zerije,female,1
1993,Zeruja,female,1
1993,Zigani,female,1
1993,Zoe,female,3
1993,Zora,female,1
1993,Zorica,female,1
1993,Zoé,female,1
1993,Öykü,female,1
1993,Özlem,female,1
1993,Ümran,female,1
1993,Aaron,male,1
1993,Aarón,male,1
1993,Abbas,male,1
1993,Abdullah,male,2
1993,Abed,male,1
1993,Achraf,male,1
1993,Adam,male,1
1993,Adrian,male,10
1993,Adriano,male,1
1993,Agim,male,1
1993,Agron,male,1
1993,Ahinth,male,1
1993,Ahmad,male,1
1993,Ahmet,male,1
1993,Ai Quoc,male,1
1993,Ajk,male,1
1993,Akash,male,1
1993,Akin,male,1
1993,Akiwa,male,1
1993,Alain,male,4
1993,Alan,male,2
1993,Alban,male,2
1993,Alberto,male,1
1993,Alejandro,male,3
1993,Aleksandar,male,5
1993,Alessandro,male,10
1993,Alessio,male,5
1993,Alex,male,4
1993,Alexander,male,13
1993,Alexandros,male,1
1993,Alexis,male,2
1993,Alexàndro,male,1
1993,Alfred,male,2
1993,Ali,male,5
1993,Alija,male,1
1993,Aljoscha,male,1
1993,Almir,male,1
1993,Alner,male,1
1993,Alonggorn,male,1
1993,Altrin,male,1
1993,Amadeo,male,1
1993,Amaro,male,1
1993,Ambjörn,male,1
1993,Amir,male,2
1993,Andrea,male,3
1993,Andreas,male,12
1993,Andrej,male,2
1993,Andres,male,1
1993,Andri,male,1
1993,Andrija,male,3
1993,Andriu,male,1
1993,André,male,2
1993,Angelo,male,4
1993,Anghuli,male,1
1993,Ansel,male,1
1993,Anthony,male,2
1993,Antonio,male,4
1993,Antonios,male,1
1993,Anusan,male,1
1993,Anusanth,male,1
1993,Aram,male,1
1993,Arben,male,1
1993,Arber,male,1
1993,Arbnor,male,2
1993,Argjent,male,1
1993,Argyris,male,1
1993,Ariel,male,1
1993,Arieli,male,1
1993,Arik,male,1
1993,Arje,male,1
1993,Arlind,male,1
1993,Armando,male,2
1993,Armon,male,1
1993,Aron,male,1
1993,Arslanali,male,1
1993,Artan,male,1
1993,Arthur,male,1
1993,Arton,male,1
1993,Artur,male,1
1993,Arturo,male,1
1993,Ashab,male,1
1993,Astrit,male,1
1993,Atdhetar,male,1
1993,Athanasios,male,1
1993,Ato,male,1
1993,Augustin,male,1
1993,Aurelio,male,1
1993,Aurelius,male,1
1993,Avi,male,1
1993,Avner,male,1
1993,Avni,male,1
1993,Axel,male,1
1993,Ayoub,male,1
1993,Banjamin,male,1
1993,Baris,male,1
1993,Basil,male,3
1993,Batis,male,1
1993,Beat,male,1
1993,Beda,male,1
1993,Bedri,male,1
1993,Behar,male,1
1993,Ben,male,2
1993,Benedikt,male,1
1993,Beni,male,1
1993,Benjamin,male,12
1993,Berat,male,2
1993,Bernát,male,1
1993,Besijan,male,1
1993,Besnik,male,1
1993,Bilgin,male,1
1993,Billal,male,1
1993,Billie,male,1
1993,Biraveen,male,1
1993,Biévenido,male,1
1993,Blerton,male,1
1993,Bo Zan,male,1
1993,Bojan,male,3
1993,Bojin,male,1
1993,Bozidar,male,1
1993,Bozo,male,1
1993,Brance,male,1
1993,Brandon,male,1
1993,Branislav,male,1
1993,Branko,male,1
1993,Bruno,male,2
1993,Bugrahan,male,1
1993,Burak,male,1
1993,Calum,male,1
1993,Cameron,male,1
1993,Camill,male,1
1993,Caner,male,1
1993,Carlo,male,2
1993,Carmine,male,1
1993,Cayu,male,1
1993,Cedric,male,2
1993,Celestin,male,1
1993,Cesar,male,1
1993,Chaim,male,2
1993,Chantheeb,male,1
1993,Charly,male,1
1993,Chi Hieu,male,1
1993,Christian,male,8
1993,Christof,male,1
1993,Christoph,male,5
1993,Christopher,male,6
1993,Civan,male,1
1993,Claudio,male,4
1993,Colin,male,2
1993,Conor,male,1
1993,Cornelius,male,1
1993,Corsin,male,1
1993,Cristian,male,2
1993,Curdin,male,1
1993,Cvjetan,male,1
1993,Cyril,male,2
1993,Cyrill,male,1
1993,Cyrus,male,1
1993,Cédric,male,6
1993,Daiki,male,1
1993,Dalibor,male,1
1993,Damian,male,1
1993,Damiano,male,2
1993,Damjan,male,2
1993,Dan,male,1
1993,Daniel,male,20
1993,Danilo,male,2
1993,Danny,male,1
1993,Darci,male,1
1993,Dardan,male,2
1993,Dario,male,12
1993,David,male,19
1993,Davide,male,10
1993,Davor,male,1
1993,Davorin,male,1
1993,Dean,male,3
1993,Defrim,male,1
1993,Dejan,male,3
1993,Delano,male,1
1993,Deliil,male,1
1993,Denis,male,4
1993,Deniz,male,1
1993,Dennis,male,3
1993,Deyan,male,1
1993,Diego,male,6
1993,Diellor,male,1
1993,Dilany,male,1
1993,Dimitri,male,3
1993,Dimitrios,male,2
1993,Dimitris,male,1
1993,Dino,male,1
1993,Dinojan,male,1
1993,Diogo,male,2
1993,Diyar,male,1
1993,Djordje,male,1
1993,Domenico,male,1
1993,Dominic,male,4
1993,Dominik,male,15
1993,Dominique,male,1
1993,Domizio,male,1
1993,Donat,male,2
1993,Dong-Yun,male,1
1993,Doré,male,1
1993,Dragan,male,3
1993,Dragoslav,male,1
1993,Driton,male,1
1993,Durim,male,2
1993,Durmus,male,1
1993,Dusan,male,1
1993,Duy Tan,male,1
1993,Dylan,male,1
1993,Edmond,male,1
1993,Eduard,male,1
1993,Edwin,male,1
1993,Elbudin,male,1
1993,Eli,male,1
1993,Elias,male,3
1993,Elie,male,1
1993,Elieser,male,2
1993,Elvir,male,1
1993,Elvis,male,2
1993,Emanuel,male,6
1993,Emanuele,male,3
1993,Emir,male,2
1993,Enes,male,2
1993,Enrico,male,3
1993,Enrique,male,2
1993,Eogen,male,1
1993,Ercan,male,1
1993,Eric,male,1
1993,Erich,male,1
1993,Ericsson,male,1
1993,Erik,male,1
1993,Ernesto,male,1
1993,Eros,male,1
1993,Ersin,male,1
1993,Eser,male,1
1993,Estiben,male,1
1993,Etienne,male,3
1993,Eylon,male,1
1993,Fabian,male,19
1993,Fabio,male,11
1993,Fabjan,male,1
1993,Fabrice,male,2
1993,Fabricio,male,1
1993,Fabrizio,male,2
1993,Fahim,male,1
1993,Faik,male,1
1993,Fatih,male,1
1993,Fatlum,male,1
1993,Faton,male,1
1993,Federico,male,1
1993,Felix,male,4
1993,Ferhat,male,2
1993,Fidelio,male,1
1993,Filip,male,3
1993,Finn,male,1
1993,Fiorenzo,male,1
1993,Firas,male,1
1993,Fitim,male,1
1993,Flavio,male,2
1993,Florent,male,1
1993,Florian,male,10
1993,Flurin,male,2
1993,Francesco,male,2
1993,Francis,male,3
1993,Francisco,male,4
1993,Francky,male,1
1993,Franco,male,2
1993,Francois,male,1
1993,Frano,male,1
1993,Fred,male,1
1993,Frederik,male,1
1993,Furkan,male,1
1993,Färbod,male,1
1993,Gabor,male,1
1993,Gabriel,male,3
1993,Gabriele,male,1
1993,Gadof,male,1
1993,Gennaro,male,1
1993,Georg,male,1
1993,Geronimo,male,1
1993,Gian-Luca,male,2
1993,Gian-Marco,male,1
1993,Gianluca,male,4
1993,Gil,male,1
1993,Gilles,male,2
1993,Gioele,male,1
1993,Giorgio,male,2
1993,Giovanne,male,1
1993,Giovanni,male,2
1993,Giuliano,male,2
1993,Giuseppe,male,4
1993,Grant,male,1
1993,Gregory,male,3
1993,Guido,male,1
1993,Gérard,male,1
1993,Halil,male,2
1993,Hamza,male,1
1993,Hanoch,male,1
1993,Haris,male,1
1993,Hasan,male,1
1993,Haseef,male,1
1993,Hashan,male,1
1993,Henri,male,1
1993,Henrik,male,2
1993,Henry,male,1
1993,Hilal,male,1
1993,Hilario,male,1
1993,Hossein,male,1
1993,Hugo,male,1
1993,Humberto,male,1
1993,Hussein,male,1
1993,Iain,male,1
1993,Ian,male,1
1993,Ibrahim,male,3
1993,Ignacio,male,1
1993,Ilan,male,1
1993,Ilir,male,2
1993,Ilmari,male,1
1993,Imanuel,male,1
1993,Indhirajith,male,1
